,year_film,year_ceremony,ceremony,category,name,film,winner,total_noms,runtime,director,stars,gross,imdb_rating,metascore,best_director_nom,genre_drama,genre_romance,genre_war,genre_crime,genre_film-noir,genre_musical,genre_action,genre_comedy,genre_music,genre_western,genre_history,genre_thriller,genre_biography,genre_family,genre_adventure,genre_sport,genre_mystery,genre_fantasy,genre_sci-fi,genre_horror,genre_animation,certificate_pg-13,certificate_passed,certificate_not_rated,certificate_approved,certificate_tv-pg,certificate_g,certificate_pg,certificate_tv-ma,certificate_r,certificate_m/pg,certificate_gp,bafta_nom,bafta_win,gg_drama_nom,gg_drama_win,gg_comedy_nom,gg_comedy_win,rt_critic,rt_audience,pga_nom,pga_win,ccma_nom,ccma_win
207,1957,1958,30,BEST MOTION PICTURE,"Jerry Wald, Producer",Peyton Place,FALSE,9,157,Mark Robson,"Lana Turner, Lee Philips, Lloyd Nolan, Arthur Kennedy",266618078.3,7.2,63,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,65,73,0,0,0,0
208,1957,1958,30,BEST MOTION PICTURE,"Sam Spiegel, Producer",The Bridge on the River Kwai,TRUE,8,161,David Lean,"William Holden, Alec Guinness, Jack Hawkins, Sessue Hayakawa",467706432,8.1,87,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,96,93,0,0,0,0
209,1957,1958,30,BEST MOTION PICTURE,"William Goetz, Producer",Sayonara,FALSE,10,147,Joshua Logan,"Marlon Brando, Ricardo Montalban, Patricia Owens, James Garner",273908416.4,7,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,82,79,0,0,0,0
210,1958,1959,31,BEST MOTION PICTURE,Warner Bros.,Auntie Mame,FALSE,6,143,Morton DaCosta,"Rosalind Russell, Forrest Tucker, Coral Browne, Fred Clark",235946764.7,7.9,,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,88,93,0,0,0,0
211,1958,1959,31,BEST MOTION PICTURE,"Lawrence Weingarten, Producer",Cat on a Hot Tin Roof,FALSE,6,108,Richard Brooks,"Elizabeth Taylor, Paul Newman, Burl Ives, Jack Carson",177925369.2,7.9,84,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,97,92,0,0,0,0
212,1958,1959,31,BEST MOTION PICTURE,"Stanley Kramer, Producer",The Defiant Ones,FALSE,9,96,Stanley Kramer,"Tony Curtis, Sidney Poitier, Cara Williams, Theodore Bikel",,7.6,69,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,91,88,0,0,0,0
213,1958,1959,31,BEST MOTION PICTURE,"Arthur Freed, Producer",Gigi,TRUE,9,115,"Vincente Minnelli, Charles Walters","Leslie Caron, Maurice Chevalier, Louis Jourdan, Hermione Gingold",,6.6,82,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,88,74,0,0,0,0
214,1958,1959,31,BEST MOTION PICTURE,"Harold Hecht, Producer",Separate Tables,FALSE,7,100,Delbert Mann,"Rita Hayworth, Deborah Kerr, David Niven, Burt Lancaster",74935882.35,7.4,68,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,67,76,0,0,0,0
215,1959,1960,32,BEST MOTION PICTURE,"John Woolf and James Woolf, Producers",Room at the Top,FALSE,6,115,Jack Clayton,"Laurence Harvey, Simone Signoret, Heather Sears, Donald Wolfit",,7.5,84,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,81,0,0,0,0
216,1959,1960,32,BEST MOTION PICTURE,"Otto Preminger, Producer",Anatomy of a Murder,FALSE,7,161,Otto Preminger,"James Stewart, Lee Remick, Ben Gazzara, Arthur O'Connell",119676786.9,8,95,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,100,91,0,0,0,0
217,1959,1960,32,BEST MOTION PICTURE,"Sam Zimbalist, Producer",Ben-Hur,TRUE,12,212,William Wyler,"Charlton Heston, Jack Hawkins, Stephen Boyd, Haya Harareet",751248402.1,8.1,90,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,85,89,0,0,0,0
218,1959,1960,32,BEST MOTION PICTURE,"George Stevens, Producer",The Diary of Anne Frank,FALSE,8,180,George Stevens,"Millie Perkins, Shelley Winters, Joseph Schildkraut, Richard Beymer",50425160.48,7.4,59,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,81,77,0,0,0,0
219,1959,1960,32,BEST MOTION PICTURE,"Henry Blanke, Producer",The Nun's Story,FALSE,8,149,Fred Zinnemann,"Audrey Hepburn, Peter Finch, Edith Evans, Peggy Ashcroft",128727972.5,7.5,78,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,84,81,0,0,0,0
220,1960,1961,33,BEST MOTION PICTURE,"John Wayne, Producer",The Alamo,FALSE,7,162,John Wayne,"John Wayne, Richard Widmark, Laurence Harvey, Frankie Avalon",170678492,6.8,,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,64,0,0,0,0
221,1960,1961,33,BEST MOTION PICTURE,"Billy Wilder, Producer",The Apartment,TRUE,10,125,Billy Wilder,"Jack Lemmon, Shirley MacLaine, Fred MacMurray, Ray Walston",183898074.3,8.3,94,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,93,94,0,0,0,0
222,1960,1961,33,BEST MOTION PICTURE,"Bernard Smith, Producer",Elmer Gantry,FALSE,5,146,Richard Brooks,"Burt Lancaster, Jean Simmons, Arthur Kennedy, Dean Jagger",112078955.4,7.7,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,94,87,0,0,0,0
223,1960,1961,33,BEST MOTION PICTURE,"Jerry Wald, Producer",Sons and Lovers,FALSE,7,103,Jack Cardiff,"Trevor Howard, Dean Stockwell, Wendy Hiller, Mary Ure",,7.1,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,67,49,0,0,0,0
224,1960,1961,33,BEST MOTION PICTURE,"Fred Zinnemann, Producer",The Sundowners,FALSE,5,133,Fred Zinnemann,"Deborah Kerr, Robert Mitchum, Peter Ustinov, Glynis Johns",,7.1,82,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,79,64,0,0,0,0
225,1961,1962,34,BEST MOTION PICTURE,"Carl Foreman, Producer",The Guns of Navarone,FALSE,7,158,J. Lee Thompson,"David Niven, Gregory Peck, Anthony Quinn, Anthony Quayle",282867207.4,7.5,72,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,92,86,0,0,0,0
226,1961,1962,34,BEST MOTION PICTURE,"Robert Rossen, Producer",The Hustler,FALSE,9,134,Robert Rossen,"Paul Newman, Jackie Gleason, Piper Laurie, George C. Scott",81082074.25,8,90,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,94,93,0,0,0,0
227,1961,1962,34,BEST MOTION PICTURE,"Stanley Kramer, Producer",Judgment at Nuremberg,FALSE,11,179,Stanley Kramer,"Spencer Tracy, Burt Lancaster, Richard Widmark, Marlene Dietrich",,8.3,60,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,92,93,0,0,0,0
228,1961,1962,34,BEST MOTION PICTURE,"Robert Wise, Producer",West Side Story,TRUE,11,153,"Jerome Robbins, Robert Wise","Natalie Wood, George Chakiris, Richard Beymer, Russ Tamblyn",427303921.2,7.6,86,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,92,84,0,0,0,0
229,1961,1962,34,BEST MOTION PICTURE,"Joshua Logan, Producer",Fanny,FALSE,5,134,Joshua Logan,"Leslie Caron, Maurice Chevalier, Charles Boyer, Horst Buchholz",97840517.48,6.8,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,,68,0,0,0,0
230,1962,1963,35,BEST PICTURE,"Sam Spiegel, Producer",Lawrence of Arabia,TRUE,10,218,David Lean,"Peter O'Toole, Alec Guinness, Anthony Quinn, Jack Hawkins",434371187.5,8.3,100,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,94,93,0,0,0,0
231,1962,1963,35,BEST PICTURE,"Darryl F. Zanuck, Producer",The Longest Day,FALSE,5,178,"Ken Annakin, Andrew Marton, Gerd Oswald, Bernhard Wicki, Darryl F. Zanuck","John Wayne, Robert Ryan, Richard Burton, Henry Fonda",378901009.9,7.7,75,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,87,90,0,0,0,0
232,1962,1963,35,BEST PICTURE,"Morton Da Costa, Producer",The Music Man,FALSE,6,151,Morton DaCosta,"Robert Preston, Shirley Jones, Buddy Hackett, Hermione Gingold",144911185.5,7.7,76,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,94,85,0,0,0,0
233,1962,1963,35,BEST PICTURE,"Aaron Rosenberg, Producer",Mutiny on the Bounty,FALSE,7,178,"Lewis Milestone, Carol Reed, George Seaton","Marlon Brando, Trevor Howard, Richard Harris, Hugh Griffith",132566900.7,7.2,48,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,70,73,0,0,0,0
234,1962,1963,35,BEST PICTURE,"Alan J. Pakula, Producer",To Kill a Mockingbird,FALSE,8,129,Robert Mulligan,"Gregory Peck, John Megna, Frank Overton, Rosemary Murphy",,8.3,88,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,93,93,0,0,0,0
235,1963,1964,36,BEST PICTURE,"Tony Richardson, Producer",Tom Jones,TRUE,10,129,Tony Richardson,"Albert Finney, Susannah York, George Devine, Rachel Kempson",359602222.2,6.4,77,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,81,58,0,0,0,0
236,1963,1964,36,BEST PICTURE,"Elia Kazan, Producer",America America,FALSE,4,174,Elia Kazan,"Stathis Giallelis, Frank Wolff, Elena Karam, Harry Davis",,7.7,72,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,67,85,0,0,0,0
237,1963,1964,36,BEST PICTURE,"Walter Wanger, Producer",Cleopatra,FALSE,9,192,"Joseph L. Mankiewicz, Rouben Mamoulian","Elizabeth Taylor, Richard Burton, Rex Harrison, Pamela Brown",552580249,7,60,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,56,67,0,0,0,0
238,1963,1964,36,BEST PICTURE,"Ralph Nelson, Producer",Lilies of the Field,FALSE,5,94,Ralph Nelson,"Sidney Poitier, Lilia Skala, Lisa Mann, Isa Crino",,7.5,61,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,92,86,0,0,0,0
239,1963,1964,36,BEST PICTURE,"Bernard Smith, Producer",How the West Was Won,FALSE,8,164,"John Ford, Henry Hathaway, George Marshall, Richard Thorpe","James Stewart, John Wayne, Gregory Peck, Henry Fonda",444720833.3,7,56,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,87,74,0,0,0,0
240,1964,1965,37,BEST PICTURE,"Hal B. Wallis, Producer",Becket,FALSE,12,148,Peter Glenville,"Richard Burton, Peter O'Toole, John Gielgud, Gino Cervi",,7.8,68,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,75,87,0,0,0,0
241,1964,1965,37,BEST PICTURE,"Walt Disney and Bill Walsh, Producers",Mary Poppins,FALSE,13,139,Robert Stevenson,"Julie Andrews, Dick Van Dyke, David Tomlinson, Glynis Johns",965504029.7,7.8,88,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,96,86,0,0,0,0
242,1964,1965,37,BEST PICTURE,"Jack L. Warner, Producer",My Fair Lady,TRUE,12,170,George Cukor,"Audrey Hepburn, Rex Harrison, Stanley Holloway, Wilfrid Hyde-White",679714838.7,7.7,95,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,95,90,0,0,0,0
243,1964,1965,37,BEST PICTURE,"Michael Cacoyannis, Producer",Zorba the Greek,FALSE,7,142,Michael Cacoyannis,"Anthony Quinn, Alan Bates, Irene Papas, Lila Kedrova",,7.6,,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,80,86,0,0,0,0
244,1964,1965,37,BEST PICTURE,"Stanley Kubrick, Producer",Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,FALSE,4,95,Stanley Kubrick,"Peter Sellers, George C. Scott, Sterling Hayden, Keenan Wynn",2604648.381,8.4,97,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,98,94,0,0,0,0
245,1965,1966,38,BEST PICTURE,"Joseph Janni, Producer",Darling,FALSE,5,128,John Schlesinger,"Julie Christie, Dirk Bogarde, Laurence Harvey, José Luis de Vilallonga",,7,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,67,70,0,0,0,0
246,1965,1966,38,BEST PICTURE,"Carlo Ponti, Producer",Doctor Zhivago,FALSE,10,197,David Lean,"Omar Sharif, Julie Christie, Geraldine Chaplin, Rod Steiger",1037968315,7.9,69,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,82,88,0,0,0,0
247,1965,1966,38,BEST PICTURE,"Stanley Kramer, Producer",Ship of Fools,FALSE,8,149,Stanley Kramer,"Vivien Leigh, Simone Signoret, José Ferrer, Lee Marvin",,7.1,,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,61,77,0,0,0,0
248,1965,1966,38,BEST PICTURE,"Robert Wise, Producer",The Sound of Music,TRUE,10,172,Robert Wise,"Julie Andrews, Christopher Plummer, Eleanor Parker, Richard Haydn",1516364345,8.1,63,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,83,91,0,0,0,0
249,1965,1966,38,BEST PICTURE,"Fred Coe, Producer",A Thousand Clowns,FALSE,4,118,Fred Coe,"Jason Robards, Barbara Harris, Martin Balsam, Gene Saks",48608601.9,7.3,,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,72,88,0,0,0,0
250,1966,1967,39,BEST PICTURE,"Ernest Lehman, Producer",Who's Afraid of Virginia Woolf?,FALSE,13,131,Mike Nichols,"Elizabeth Taylor, Richard Burton, George Segal, Sandy Dennis",,8,75,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,96,90,0,0,0,0
251,1966,1967,39,BEST PICTURE,"Lewis Gilbert, Producer",Alfie,FALSE,5,114,Lewis Gilbert,"Michael Caine, Shelley Winters, Millicent Martin, Julia Foster",170456182.1,7,70,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,76,0,0,0,0
252,1966,1967,39,BEST PICTURE,"Robert Wise, Producer",The Sand Pebbles,FALSE,8,182,Robert Wise,"Steve McQueen, Richard Attenborough, Richard Crenna, Candice Bergen",,7.5,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,84,88,0,0,0,0
253,1966,1967,39,BEST PICTURE,"Fred Zinnemann, Producer",A Man for All Seasons,TRUE,8,120,Fred Zinnemann,"Paul Scofield, Wendy Hiller, Robert Shaw, Leo McKern",256073125,7.7,72,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,89,87,0,0,0,0
254,1966,1967,39,BEST PICTURE,"Norman Jewison, Producer",The Russians Are Coming the Russians Are Coming,FALSE,4,126,Norman Jewison,"Carl Reiner, Eva Marie Saint, Alan Arkin, Brian Keith",195944391.3,7,69,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,86,75,0,0,0,0
255,1967,1968,40,BEST PICTURE,"Warren Beatty, Producer",Bonnie and Clyde,FALSE,10,111,Arthur Penn,"Warren Beatty, Faye Dunaway, Michael J. Pollard, Gene Hackman",,7.7,86,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,90,88,0,0,0,0
256,1967,1968,40,BEST PICTURE,"Arthur P. Jacobs, Producer",Doctor Dolittle,FALSE,9,152,Richard Fleischer,"Rex Harrison, Samantha Eggar, Anthony Newley, Richard Attenborough",118428891.6,6.1,34,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,29,57,0,0,0,0
257,1967,1968,40,BEST PICTURE,"Lawrence Turman, Producer",The Graduate,FALSE,7,106,Mike Nichols,"Dustin Hoffman, Anne Bancroft, Katharine Ross, William Daniels",919543959.1,8,83,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,86,90,0,0,0,0
258,1967,1968,40,BEST PICTURE,"Stanley Kramer, Producer",Guess Who's Coming to Dinner,FALSE,10,108,Stanley Kramer,"Spencer Tracy, Sidney Poitier, Katharine Hepburn, Katharine Houghton",496812529.9,7.8,63,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,71,85,0,0,0,0
259,1967,1968,40,BEST PICTURE,"Walter Mirisch, Producer",In the Heat of the Night,TRUE,7,110,Norman Jewison,"Sidney Poitier, Rod Steiger, Warren Oates, Lee Grant",213620433,7.9,76,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,96,92,0,0,0,0
260,1968,1969,41,BEST PICTURE,"Anthony Havelock-Allan and John Brabourne, Producers",Romeo and Juliet,FALSE,4,138,Franco Zeffirelli,"Leonard Whiting, Olivia Hussey, John McEnery, Milo O'Shea",327144711.3,7.6,69,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,95,74,0,0,0,0
261,1968,1969,41,BEST PICTURE,"Ray Stark, Producer",Funny Girl,FALSE,8,151,William Wyler,"Barbra Streisand, Omar Sharif, Kay Medford, Anne Francis",491963146.6,7.3,89,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,94,85,0,0,0,0
262,1968,1969,41,BEST PICTURE,"Martin Poll, Producer",The Lion in Winter,FALSE,7,134,Anthony Harvey,"Peter O'Toole, Katharine Hepburn, Anthony Hopkins, John Castle",187341037.9,7.9,,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,91,90,0,0,0,0
263,1968,1969,41,BEST PICTURE,"John Woolf, Producer",Oliver!,TRUE,11,153,Carol Reed,"Mark Lester, Ron Moody, Shani Wallis, Oliver Reed",141281724.1,7.4,74,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,90,81,0,0,0,0
264,1968,1969,41,BEST PICTURE,"Paul Newman, Producer","Rachel, Rachel",FALSE,4,101,Paul Newman,"Joanne Woodward, James Olson, Kate Harrington, Estelle Parsons",,7.1,74,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,92,77,0,0,0,0
265,1969,1970,42,BEST PICTURE,"John Foreman, Producer",Butch Cassidy and the Sundance Kid,FALSE,7,110,George Roy Hill,"Paul Newman, Robert Redford, Katharine Ross, Strother Martin",815836727.8,8,66,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,90,92,0,0,0,0
266,1969,1970,42,BEST PICTURE,"Ernest Lehman, Producer","Hello, Dolly!",FALSE,7,146,Gene Kelly,"Barbra Streisand, Walter Matthau, Michael Crawford, Marianne McAndrew",57730449.03,7,51,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,45,76,0,0,0,0
267,1969,1970,42,BEST PICTURE,"Jerome Hellman, Producer",Midnight Cowboy,TRUE,7,113,John Schlesinger,"Dustin Hoffman, Jon Voight, Sylvia Miles, John McGiver",357127239.4,7.8,79,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,89,88,0,0,0,0
268,1969,1970,42,BEST PICTURE,"Hal B. Wallis, Producer",Anne of the Thousand Days,FALSE,10,145,Charles Jarrott,"Richard Burton, Geneviève Bujold, Irene Papas, Anthony Quayle",16492600.43,7.4,,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,43,83,0,0,0,0
269,1969,1970,42,BEST PICTURE,"Jacques Perrin and Hamed Rachedi, Producers",Z,FALSE,5,127,Costa-Gavras,"Yves Montand, Irene Papas, Jean-Louis Trintignant, François Périer",664294.953,8.2,86,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,94,92,0,0,0,0
270,1970,1971,43,BEST PICTURE,"Ross Hunter, Producer",Airport,FALSE,10,137,"George Seaton, Henry Hathaway","Burt Lancaster, Dean Martin, George Kennedy, Jean Seberg",757954953.4,6.6,42,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,75,53,0,0,0,0
271,1970,1971,43,BEST PICTURE,"Bob Rafelson and Richard Wechsler, Producers",Five Easy Pieces,FALSE,4,98,Bob Rafelson,"Jack Nicholson, Karen Black, Billy Green Bush, Fannie Flagg",146342585.3,7.4,85,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,89,84,0,0,0,0
272,1970,1971,43,BEST PICTURE,"Ingo Preminger, Producer",M*A*S*H,FALSE,5,116,Robert Altman,"Donald Sutherland, Elliott Gould, Tom Skerritt, Sally Kellerman",615480618.6,7.4,80,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,84,83,0,0,0,0
273,1970,1971,43,BEST PICTURE,"Frank McCarthy, Producer",Patton,TRUE,10,172,Franklin J. Schaffner,"George C. Scott, Karl Malden, Stephen Young, Michael Strong",465381791.2,7.9,86,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,91,93,0,0,0,0
274,1970,1971,43,BEST PICTURE,"Howard G. Minsky, Producer",Love Story,FALSE,7,100,Arthur Hiller,"Ali MacGraw, Ryan O'Neal, John Marley, Ray Milland",802538453.6,6.9,84,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,66,75,0,0,0,0
275,1971,1972,44,BEST PICTURE,"Stanley Kubrick, Producer",A Clockwork Orange,FALSE,4,136,Stanley Kubrick,"Malcolm McDowell, Patrick Magee, Michael Bates, Warren Clarke",44857327.4,8.3,77,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,87,93,0,0,0,0
